bucket_month,event_type,developer_id,developer_name,repo_artifact_namespace,project_id,relationship_type
2022-09-01,ISSUE_COMMENT,8x+l4gYDhkzd2m2hsiCky6K7/GEAFH2fJhfjK3EEUM8=,anajuliabit,ethereum,D/EXUXnX8dbOCU6qXNGAgNxhLOdodwJNNjMPeLUHSu4=,DEVTOOL
2021-12-01,STARRED,8x+l4gYDhkzd2m2hsiCky6K7/GEAFH2fJhfjK3EEUM8=,anajuliabit,ethers-io,OhSYsbVtaKOxdKm1wJ5WpNfFwiQtMhvVqx11g04Dj6s=,DEVTOOL
2022-07-01,ISSUE_COMMENT,8x+l4gYDhkzd2m2hsiCky6K7/GEAFH2fJhfjK3EEUM8=,anajuliabit,prettier-solidity,R04wCZhk2yd96qDs1j6TL2jMhi5toVCbetozykh0ojA=,DEVTOOL
2024-03-01,COMMIT_CODE,0SjFWB8f+vy/KfP4CqJE9ujveujcFhddduZFa0dJrAM=,cristidas,oasisdex,2D5YRxufnDHKS+HeGRxq/fquJWda1owfPsxOQFcXAys=,BUILDER
2024-09-01,COMMIT_CODE,hwjh9G2UOQJHRzKNeyjBsBK4nk0cSb1Cu22esYWxRyw=,ianthirdweb,thirdweb-dev,SrAW7CxbX2q6KzPf1xXwJsc5IQZqIkDDOkAx3/nTS0M=,BUILDER
2025-01-01,COMMIT_CODE,IgwZZs1NqSw5z4v+pxJWiqtfhXBr+PgAXkArTS1fE/k=,chloeyue,metamask,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,BUILDER
2025-02-01,COMMIT_CODE,xqiK13Or5pd9Zc+pmK0gfgweRbNGUK4/IVXxKaNcUkE=,viet-nv,kybernetwork,Db8NOUJfbffKFKzkzQogIQiTfagCXS7WMOn+kkq6mN8=,BUILDER
2024-03-01,COMMIT_CODE,xqiK13Or5pd9Zc+pmK0gfgweRbNGUK4/IVXxKaNcUkE=,viet-nv,kybernetwork,Db8NOUJfbffKFKzkzQogIQiTfagCXS7WMOn+kkq6mN8=,BUILDER
2025-04-01,COMMIT_CODE,xqiK13Or5pd9Zc+pmK0gfgweRbNGUK4/IVXxKaNcUkE=,viet-nv,kybernetwork,Db8NOUJfbffKFKzkzQogIQiTfagCXS7WMOn+kkq6mN8=,BUILDER
2024-02-01,COMMIT_CODE,N12J9zOJ7xUQkxgYgkakiR2ATTguB0UTuW9lMtH762w=,lukasz-zimnoch,threshold-network,f1wR3UqmXt+Qkw8FYwqMEUNAErQVhEBJ8rq4KaxoCHw=,BUILDER
2024-08-01,COMMIT_CODE,N12J9zOJ7xUQkxgYgkakiR2ATTguB0UTuW9lMtH762w=,lukasz-zimnoch,threshold-network,f1wR3UqmXt+Qkw8FYwqMEUNAErQVhEBJ8rq4KaxoCHw=,BUILDER
2024-06-01,COMMIT_CODE,N12J9zOJ7xUQkxgYgkakiR2ATTguB0UTuW9lMtH762w=,lukasz-zimnoch,threshold-network,f1wR3UqmXt+Qkw8FYwqMEUNAErQVhEBJ8rq4KaxoCHw=,BUILDER
2024-01-01,COMMIT_CODE,i2b6ffs5Y7KHmgztB5jj/zFh9XrOdBY9ffvsjeeUh8c=,melianessa,lifinance,6E3DyJA6elKGNzeUnrVYN/T9kutfmbzXXNbOlvSfnZM=,BUILDER
2025-02-01,COMMIT_CODE,hKA9dpoTm1zy++jlnDZPYAZz/3JeDEzTbdsAzo3gMSU=,darioanongba,metamask,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,BUILDER
2024-12-01,COMMIT_CODE,JDo12MZfL1pl3ddKIQiaOBDzotZL+okOnHF7b8liDYI=,wld-terraform,worldcoin,hHje/yl10ng5XbAXgyeDEq3hxmOkjscMbS5XNqeAg7Q=,BUILDER
2025-02-01,COMMIT_CODE,JDo12MZfL1pl3ddKIQiaOBDzotZL+okOnHF7b8liDYI=,wld-terraform,worldcoin,hHje/yl10ng5XbAXgyeDEq3hxmOkjscMbS5XNqeAg7Q=,BUILDER
2025-01-01,COMMIT_CODE,PMepth03QABbIMbJhDFGpr3Lu/ndOX/bYXkZHZASyK0=,seaona,metamask,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,BUILDER
2024-01-01,COMMIT_CODE,bwyeyS3/sKDlMvhXx+t+B6MA1jSDkoHqsP1sSpY147Q=,mmv08,safe-global,gBq7Wl0q0X+/hAl3qY/vtLirLXpwMoCndZ8i/B/6wd0=,BUILDER
2024-12-01,COMMIT_CODE,bwyeyS3/sKDlMvhXx+t+B6MA1jSDkoHqsP1sSpY147Q=,mmv08,safe-global,gBq7Wl0q0X+/hAl3qY/vtLirLXpwMoCndZ8i/B/6wd0=,BUILDER
2024-09-01,COMMIT_CODE,bwyeyS3/sKDlMvhXx+t+B6MA1jSDkoHqsP1sSpY147Q=,mmv08,safe-global,gBq7Wl0q0X+/hAl3qY/vtLirLXpwMoCndZ8i/B/6wd0=,BUILDER
2025-02-01,COMMIT_CODE,bwyeyS3/sKDlMvhXx+t+B6MA1jSDkoHqsP1sSpY147Q=,mmv08,safe-global,gBq7Wl0q0X+/hAl3qY/vtLirLXpwMoCndZ8i/B/6wd0=,BUILDER
2024-02-01,COMMIT_CODE,FZ0UTQC7wYVUTSbQXq/5uuwvkpHb7EI9GHdl8S63M2I=,dovalid,guildxyz,k2yKacP1bWm7Kb+gqwS+X3TUSPr/fk406J7H+MdgO+Q=,BUILDER
2024-03-01,COMMIT_CODE,FZ0UTQC7wYVUTSbQXq/5uuwvkpHb7EI9GHdl8S63M2I=,dovalid,guildxyz,k2yKacP1bWm7Kb+gqwS+X3TUSPr/fk406J7H+MdgO+Q=,BUILDER
2024-04-01,COMMIT_CODE,kOmUwhOOwzNzlw/seynj7+SclwuXXo84CXDVD8xN87U=,brotherlymite,bgd-labs,hE1BjGS8I9OXjnYATSkRnNJlsItBXO+CKXU6UPKJlRQ=,BUILDER
2024-10-01,COMMIT_CODE,52Wx6IYitmyKSmTAF5K5i7ZDtvUnLKs0LSGj6SxY0kc=,0xtimepunk,superform-xyz,UFXNRBcMQFR5sO8mg3+DC5YIMeVl8+vAc6Mv/BxIlsQ=,BUILDER
2025-02-01,COMMIT_CODE,52Wx6IYitmyKSmTAF5K5i7ZDtvUnLKs0LSGj6SxY0kc=,0xtimepunk,superform-xyz,UFXNRBcMQFR5sO8mg3+DC5YIMeVl8+vAc6Mv/BxIlsQ=,BUILDER
2024-07-01,COMMIT_CODE,52Wx6IYitmyKSmTAF5K5i7ZDtvUnLKs0LSGj6SxY0kc=,0xtimepunk,superform-xyz,UFXNRBcMQFR5sO8mg3+DC5YIMeVl8+vAc6Mv/BxIlsQ=,BUILDER
2024-07-01,COMMIT_CODE,mEdZ2pIJLbUlUyJ7JPR8G5SVgIyOjVz3smx0WAlThOc=,cryptodev-2s,metamask,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,BUILDER
2024-05-01,COMMIT_CODE,mEdZ2pIJLbUlUyJ7JPR8G5SVgIyOjVz3smx0WAlThOc=,cryptodev-2s,metamask,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,BUILDER
2023-09-01,ISSUE_COMMENT,bwyeyS3/sKDlMvhXx+t+B6MA1jSDkoHqsP1sSpY147Q=,mmv08,nomicfoundation,PyhUZNx6BtNb32p2YMEx2h6WrGOesDqk/rV1nuWAE3I=,DEVTOOL
2025-02-01,FORKED,bwyeyS3/sKDlMvhXx+t+B6MA1jSDkoHqsP1sSpY147Q=,mmv08,rotki,Ckisx4Wdj90qxb5+C5EoZhjiNPZKOQ/zjfj6Qx666gU=,DEVTOOL
2023-04-01,PULL_REQUEST_REVIEW_COMMENT,bwyeyS3/sKDlMvhXx+t+B6MA1jSDkoHqsP1sSpY147Q=,mmv08,ethereum,D/EXUXnX8dbOCU6qXNGAgNxhLOdodwJNNjMPeLUHSu4=,DEVTOOL
2022-03-01,STARRED,kOmUwhOOwzNzlw/seynj7+SclwuXXo84CXDVD8xN87U=,brotherlymite,wighawag,JEGKohqd4SMdF2XsPQx53SuYckF5GP2RrdX9vLzovBk=,DEVTOOL
2024-08-01,PULL_REQUEST_OPENED,JrfTQx5YYDTPenVeR0tICsDJSWgwskAu+mB2dC14/wU=,ltsnakeplissken,defillama,RKXiQ+QWuPsIuoADOdKR8u5M0aV1ybzkcgt8oT70hcw=,DEVTOOL
2022-04-01,STARRED,8x+l4gYDhkzd2m2hsiCky6K7/GEAFH2fJhfjK3EEUM8=,anajuliabit,miguelmota,l6kVcu/tuzgNkXvebL+V0q7p22mPQk/KwrQs5ikWyoE=,DEVTOOL
2022-09-01,FORKED,8x+l4gYDhkzd2m2hsiCky6K7/GEAFH2fJhfjK3EEUM8=,anajuliabit,openzeppelin,qG8wMwZc0z2iMNGmqEbE0yJCaHgGkvQgKL7w5NNjr2E=,DEVTOOL
2022-04-01,ISSUE_COMMENT,8x+l4gYDhkzd2m2hsiCky6K7/GEAFH2fJhfjK3EEUM8=,anajuliabit,miguelmota,l6kVcu/tuzgNkXvebL+V0q7p22mPQk/KwrQs5ikWyoE=,DEVTOOL
2024-02-01,PULL_REQUEST_OPENED,cSWCaJRyELZcBU/+pXv7WOhg6Z+TWTKTPTVbyQd9yqA=,xeonus,defillama,RKXiQ+QWuPsIuoADOdKR8u5M0aV1ybzkcgt8oT70hcw=,DEVTOOL
2024-04-01,COMMIT_CODE,0ntdu9d/6fdLZun9RZuMlVxeXsS574FnvS9usFleoOs=,michael2024123,mintswapfinance,v+EPc4pOnT53GyWYLFzP9nZ0CjoQ1cntyeqd+9wOnWg=,BUILDER
2025-05-01,COMMIT_CODE,xqiK13Or5pd9Zc+pmK0gfgweRbNGUK4/IVXxKaNcUkE=,viet-nv,kybernetwork,Db8NOUJfbffKFKzkzQogIQiTfagCXS7WMOn+kkq6mN8=,BUILDER
2024-12-01,COMMIT_CODE,vzuKaa054IQuvMIezulF/klfqKruprA3gdeSsgkBTMU=,danimhr,pyth-network,7CbZT+Alw8Biv6iCgptzNOvAwOUFg3FBfHQ/Msuw4no=,BUILDER
2024-06-01,COMMIT_CODE,i2b6ffs5Y7KHmgztB5jj/zFh9XrOdBY9ffvsjeeUh8c=,melianessa,lifinance,6E3DyJA6elKGNzeUnrVYN/T9kutfmbzXXNbOlvSfnZM=,BUILDER
2025-04-01,COMMIT_CODE,i2b6ffs5Y7KHmgztB5jj/zFh9XrOdBY9ffvsjeeUh8c=,melianessa,lifinance,6E3DyJA6elKGNzeUnrVYN/T9kutfmbzXXNbOlvSfnZM=,BUILDER
2025-04-01,COMMIT_CODE,hKA9dpoTm1zy++jlnDZPYAZz/3JeDEzTbdsAzo3gMSU=,darioanongba,metamask,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,BUILDER
2024-06-01,COMMIT_CODE,5kAg0g4BVRAU18VJf7SSXLiGKXKz/SV55zxlDCMhMKE=,biomark3r,worldcoin,hHje/yl10ng5XbAXgyeDEq3hxmOkjscMbS5XNqeAg7Q=,BUILDER
2024-11-01,COMMIT_CODE,JDo12MZfL1pl3ddKIQiaOBDzotZL+okOnHF7b8liDYI=,wld-terraform,worldcoin,hHje/yl10ng5XbAXgyeDEq3hxmOkjscMbS5XNqeAg7Q=,BUILDER
2025-03-01,COMMIT_CODE,JDo12MZfL1pl3ddKIQiaOBDzotZL+okOnHF7b8liDYI=,wld-terraform,worldcoin,hHje/yl10ng5XbAXgyeDEq3hxmOkjscMbS5XNqeAg7Q=,BUILDER
2025-01-01,COMMIT_CODE,JDo12MZfL1pl3ddKIQiaOBDzotZL+okOnHF7b8liDYI=,wld-terraform,worldcoin,hHje/yl10ng5XbAXgyeDEq3hxmOkjscMbS5XNqeAg7Q=,BUILDER
2025-02-01,COMMIT_CODE,PMepth03QABbIMbJhDFGpr3Lu/ndOX/bYXkZHZASyK0=,seaona,metamask,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,BUILDER
2024-06-01,COMMIT_CODE,bwyeyS3/sKDlMvhXx+t+B6MA1jSDkoHqsP1sSpY147Q=,mmv08,safe-global,gBq7Wl0q0X+/hAl3qY/vtLirLXpwMoCndZ8i/B/6wd0=,BUILDER
2024-10-01,COMMIT_CODE,bwyeyS3/sKDlMvhXx+t+B6MA1jSDkoHqsP1sSpY147Q=,mmv08,safe-global,gBq7Wl0q0X+/hAl3qY/vtLirLXpwMoCndZ8i/B/6wd0=,BUILDER
2024-01-01,COMMIT_CODE,bwyeyS3/sKDlMvhXx+t+B6MA1jSDkoHqsP1sSpY147Q=,mmv08,5afe,gBq7Wl0q0X+/hAl3qY/vtLirLXpwMoCndZ8i/B/6wd0=,BUILDER
2024-12-01,COMMIT_CODE,kOmUwhOOwzNzlw/seynj7+SclwuXXo84CXDVD8xN87U=,brotherlymite,aave-dao,hE1BjGS8I9OXjnYATSkRnNJlsItBXO+CKXU6UPKJlRQ=,BUILDER
2024-12-01,COMMIT_CODE,kOmUwhOOwzNzlw/seynj7+SclwuXXo84CXDVD8xN87U=,brotherlymite,bgd-labs,hE1BjGS8I9OXjnYATSkRnNJlsItBXO+CKXU6UPKJlRQ=,BUILDER
2024-11-01,COMMIT_CODE,kOmUwhOOwzNzlw/seynj7+SclwuXXo84CXDVD8xN87U=,brotherlymite,aave-dao,hE1BjGS8I9OXjnYATSkRnNJlsItBXO+CKXU6UPKJlRQ=,BUILDER
2025-04-01,COMMIT_CODE,kOmUwhOOwzNzlw/seynj7+SclwuXXo84CXDVD8xN87U=,brotherlymite,bgd-labs,hE1BjGS8I9OXjnYATSkRnNJlsItBXO+CKXU6UPKJlRQ=,BUILDER
2025-04-01,COMMIT_CODE,kOmUwhOOwzNzlw/seynj7+SclwuXXo84CXDVD8xN87U=,brotherlymite,aave-dao,hE1BjGS8I9OXjnYATSkRnNJlsItBXO+CKXU6UPKJlRQ=,BUILDER
2024-12-01,COMMIT_CODE,52Wx6IYitmyKSmTAF5K5i7ZDtvUnLKs0LSGj6SxY0kc=,0xtimepunk,superform-xyz,UFXNRBcMQFR5sO8mg3+DC5YIMeVl8+vAc6Mv/BxIlsQ=,BUILDER
2024-03-01,COMMIT_CODE,mEdZ2pIJLbUlUyJ7JPR8G5SVgIyOjVz3smx0WAlThOc=,cryptodev-2s,metamask,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,BUILDER
2020-02-01,ISSUE_COMMENT,hKA9dpoTm1zy++jlnDZPYAZz/3JeDEzTbdsAzo3gMSU=,darioanongba,ethers-io,OhSYsbVtaKOxdKm1wJ5WpNfFwiQtMhvVqx11g04Dj6s=,DEVTOOL
2024-04-01,ISSUE_COMMENT,bwyeyS3/sKDlMvhXx+t+B6MA1jSDkoHqsP1sSpY147Q=,mmv08,wevm,SYTvL1tiICyIVzhoaKP5OYM4G0dA9Np7t00qjDR6GkE=,DEVTOOL
2025-04-01,STARRED,bwyeyS3/sKDlMvhXx+t+B6MA1jSDkoHqsP1sSpY147Q=,mmv08,crytic,AEhFE0/kNz2nuuHL9eIeHD599eOV0zEw/xd/Pajloas=,DEVTOOL
2023-04-01,STARRED,kOmUwhOOwzNzlw/seynj7+SclwuXXo84CXDVD8xN87U=,brotherlymite,pcaversaccio,WCwKOQkL47c1qQ2wVcJ1IcpLMGIXmFHflr4UVQsagVM=,DEVTOOL
2022-08-01,FORKED,kOmUwhOOwzNzlw/seynj7+SclwuXXo84CXDVD8xN87U=,brotherlymite,openzeppelin,qG8wMwZc0z2iMNGmqEbE0yJCaHgGkvQgKL7w5NNjr2E=,DEVTOOL
2022-08-01,ISSUE_OPENED,52Wx6IYitmyKSmTAF5K5i7ZDtvUnLKs0LSGj6SxY0kc=,0xtimepunk,wighawag,JEGKohqd4SMdF2XsPQx53SuYckF5GP2RrdX9vLzovBk=,DEVTOOL
2024-12-01,PULL_REQUEST_OPENED,52Wx6IYitmyKSmTAF5K5i7ZDtvUnLKs0LSGj6SxY0kc=,0xtimepunk,defillama,RKXiQ+QWuPsIuoADOdKR8u5M0aV1ybzkcgt8oT70hcw=,DEVTOOL
2022-03-01,ISSUE_COMMENT,52Wx6IYitmyKSmTAF5K5i7ZDtvUnLKs0LSGj6SxY0kc=,0xtimepunk,nomicfoundation,PyhUZNx6BtNb32p2YMEx2h6WrGOesDqk/rV1nuWAE3I=,DEVTOOL
2023-11-01,STARRED,52Wx6IYitmyKSmTAF5K5i7ZDtvUnLKs0LSGj6SxY0kc=,0xtimepunk,pcaversaccio,FT3wZj26UAebMH4ywu7oQvrie1GQSmu9aogl40bsCWQ=,DEVTOOL
2022-08-01,STARRED,52Wx6IYitmyKSmTAF5K5i7ZDtvUnLKs0LSGj6SxY0kc=,0xtimepunk,thirdweb-dev,GIw4cdpV5Nt23oJZBcYq68JV5NTEbXHcX+yWnW62Z8o=,DEVTOOL
2025-05-01,ISSUE_OPENED,52Wx6IYitmyKSmTAF5K5i7ZDtvUnLKs0LSGj6SxY0kc=,0xtimepunk,ethereum,D/EXUXnX8dbOCU6qXNGAgNxhLOdodwJNNjMPeLUHSu4=,DEVTOOL
2024-03-01,FORKED,JrfTQx5YYDTPenVeR0tICsDJSWgwskAu+mB2dC14/wU=,ltsnakeplissken,defillama,RKXiQ+QWuPsIuoADOdKR8u5M0aV1ybzkcgt8oT70hcw=,DEVTOOL
2021-12-01,STARRED,8x+l4gYDhkzd2m2hsiCky6K7/GEAFH2fJhfjK3EEUM8=,anajuliabit,wighawag,JEGKohqd4SMdF2XsPQx53SuYckF5GP2RrdX9vLzovBk=,DEVTOOL
2024-10-01,COMMIT_CODE,wfHYzWbh8QHi74bgMUwb0lkXe2Z1YcFkUAKEsLAmhLk=,bugduino,idle-labs,b2z2hr0LC4v4hHbL9LkEskx+P+3XZ4S8cG6PeezOgcI=,BUILDER
2025-05-01,COMMIT_CODE,wfHYzWbh8QHi74bgMUwb0lkXe2Z1YcFkUAKEsLAmhLk=,bugduino,idle-labs,b2z2hr0LC4v4hHbL9LkEskx+P+3XZ4S8cG6PeezOgcI=,BUILDER
2024-10-01,COMMIT_CODE,gjaXlc/7qAzaoxzDYPtCiMhZReJUlDVysV/lxn6zwjI=,gabzim,xlabs,/48A4/LZsBf1ztk3blMoY9kPQjx8knNp/EabsEszQ4Y=,BUILDER
2025-03-01,COMMIT_CODE,X0yTXWHpHuuGhqCPsLD0cbXkh5UbE0fOxKNSWNNKELM=,nik-suri,wormhole-foundation,/48A4/LZsBf1ztk3blMoY9kPQjx8knNp/EabsEszQ4Y=,BUILDER
2024-07-01,COMMIT_CODE,dpqxyADdJiYFe3MdvXdIrUayjNjvdG67auB0nQ1m1ls=,riateche,pyth-network,7CbZT+Alw8Biv6iCgptzNOvAwOUFg3FBfHQ/Msuw4no=,BUILDER
2024-03-01,COMMIT_CODE,dpqxyADdJiYFe3MdvXdIrUayjNjvdG67auB0nQ1m1ls=,riateche,pyth-network,7CbZT+Alw8Biv6iCgptzNOvAwOUFg3FBfHQ/Msuw4no=,BUILDER
2024-01-01,COMMIT_CODE,PRLLJX4h+pf3NqVQ59svo0Hiuz8GM1S9RSAuSX12E4s=,toyv0,alchemix-finance,RGNaZ+2RZeyelbd0QTGuPoxxsWBAELADGbDLHn347v0=,BUILDER
2024-02-01,COMMIT_CODE,PRLLJX4h+pf3NqVQ59svo0Hiuz8GM1S9RSAuSX12E4s=,toyv0,alchemix-finance,RGNaZ+2RZeyelbd0QTGuPoxxsWBAELADGbDLHn347v0=,BUILDER
2024-11-01,COMMIT_CODE,syk0C80en9cKz46/q18Iar8KpW2Wd1QZl2EPyFBWYv4=,0xmer1in,woonetwork,SknvJ1fKqsEjRQTERy44BdTmY67lcFa3Yg9AHT5MwxQ=,BUILDER
2024-12-01,COMMIT_CODE,7Tx+nv/KCBFSgn+/ZCSzwM7RvPVRuFa7Pb+l9lXBFBc=,pooyaraki,safe-global,gBq7Wl0q0X+/hAl3qY/vtLirLXpwMoCndZ8i/B/6wd0=,BUILDER
2024-09-01,COMMIT_CODE,7Tx+nv/KCBFSgn+/ZCSzwM7RvPVRuFa7Pb+l9lXBFBc=,pooyaraki,safe-global,gBq7Wl0q0X+/hAl3qY/vtLirLXpwMoCndZ8i/B/6wd0=,BUILDER
2025-03-01,COMMIT_CODE,7Tx+nv/KCBFSgn+/ZCSzwM7RvPVRuFa7Pb+l9lXBFBc=,pooyaraki,safe-global,gBq7Wl0q0X+/hAl3qY/vtLirLXpwMoCndZ8i/B/6wd0=,BUILDER
2025-04-01,COMMIT_CODE,7Tx+nv/KCBFSgn+/ZCSzwM7RvPVRuFa7Pb+l9lXBFBc=,pooyaraki,safe-global,gBq7Wl0q0X+/hAl3qY/vtLirLXpwMoCndZ8i/B/6wd0=,BUILDER
2024-02-01,COMMIT_CODE,eqBC9fr5JgqtOzbQhZYzAgn9SFmLVt7O0ytfta9mTow=,vladanthales,thales-markets,2l+DcexWOerkhRsKXiaWZam/soE6IQ5tVe7t4K202lo=,BUILDER
2024-10-01,COMMIT_CODE,eqBC9fr5JgqtOzbQhZYzAgn9SFmLVt7O0ytfta9mTow=,vladanthales,thales-markets,2l+DcexWOerkhRsKXiaWZam/soE6IQ5tVe7t4K202lo=,BUILDER
2024-03-01,COMMIT_CODE,WfNrpKL3jT1gJVJiFKnwmkKrWgTqkRFb/tOYpVXn46E=,oazoapps-devops,oasisdex,2D5YRxufnDHKS+HeGRxq/fquJWda1owfPsxOQFcXAys=,BUILDER
2024-02-01,COMMIT_CODE,WfNrpKL3jT1gJVJiFKnwmkKrWgTqkRFb/tOYpVXn46E=,oazoapps-devops,oasisdex,2D5YRxufnDHKS+HeGRxq/fquJWda1owfPsxOQFcXAys=,BUILDER
2024-02-01,COMMIT_CODE,qTVAnNgitrcc6XDmOLueL33q8YVueepILpNdFV3e2u8=,brianacnguyen,metamask,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,BUILDER
2024-01-01,COMMIT_CODE,KgVdzn/4m/7QVoX+ObrqibNryqLbFbc7UF5tClQLImM=,miguelmtzinf,aave,hE1BjGS8I9OXjnYATSkRnNJlsItBXO+CKXU6UPKJlRQ=,BUILDER
2024-03-01,ISSUE_COMMENT,wfHYzWbh8QHi74bgMUwb0lkXe2Z1YcFkUAKEsLAmhLk=,bugduino,nomicfoundation,PyhUZNx6BtNb32p2YMEx2h6WrGOesDqk/rV1nuWAE3I=,DEVTOOL
2021-08-01,ISSUE_COMMENT,HzhMu9RF+3ox5r5P6j5X5Jf19GG8qR2tm0YGocqbmwg=,roman-monk,defillama,RKXiQ+QWuPsIuoADOdKR8u5M0aV1ybzkcgt8oT70hcw=,DEVTOOL
2024-04-01,COMMIT_CODE,0SjFWB8f+vy/KfP4CqJE9ujveujcFhddduZFa0dJrAM=,cristidas,oasisdex,2D5YRxufnDHKS+HeGRxq/fquJWda1owfPsxOQFcXAys=,BUILDER
2024-07-01,COMMIT_CODE,0ntdu9d/6fdLZun9RZuMlVxeXsS574FnvS9usFleoOs=,michael2024123,mintswapfinance,v+EPc4pOnT53GyWYLFzP9nZ0CjoQ1cntyeqd+9wOnWg=,BUILDER
2024-04-01,COMMIT_CODE,xqiK13Or5pd9Zc+pmK0gfgweRbNGUK4/IVXxKaNcUkE=,viet-nv,kybernetwork,Db8NOUJfbffKFKzkzQogIQiTfagCXS7WMOn+kkq6mN8=,BUILDER
2025-01-01,COMMIT_CODE,xqiK13Or5pd9Zc+pmK0gfgweRbNGUK4/IVXxKaNcUkE=,viet-nv,kybernetwork,Db8NOUJfbffKFKzkzQogIQiTfagCXS7WMOn+kkq6mN8=,BUILDER
2024-07-01,COMMIT_CODE,vzuKaa054IQuvMIezulF/klfqKruprA3gdeSsgkBTMU=,danimhr,pyth-network,7CbZT+Alw8Biv6iCgptzNOvAwOUFg3FBfHQ/Msuw4no=,BUILDER
2024-04-01,COMMIT_CODE,i2b6ffs5Y7KHmgztB5jj/zFh9XrOdBY9ffvsjeeUh8c=,melianessa,lifinance,6E3DyJA6elKGNzeUnrVYN/T9kutfmbzXXNbOlvSfnZM=,BUILDER
2024-12-01,COMMIT_CODE,hKA9dpoTm1zy++jlnDZPYAZz/3JeDEzTbdsAzo3gMSU=,darioanongba,metamask,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,BUILDER
2024-06-01,COMMIT_CODE,T+VYxIXcm1ZDi+Or/c8hrxivXXEby0DzZJGcunnNj6A=,m30m,pyth-network,7CbZT+Alw8Biv6iCgptzNOvAwOUFg3FBfHQ/Msuw4no=,BUILDER
2024-09-01,COMMIT_CODE,T+VYxIXcm1ZDi+Or/c8hrxivXXEby0DzZJGcunnNj6A=,m30m,pyth-network,7CbZT+Alw8Biv6iCgptzNOvAwOUFg3FBfHQ/Msuw4no=,BUILDER
2025-04-01,COMMIT_CODE,T+VYxIXcm1ZDi+Or/c8hrxivXXEby0DzZJGcunnNj6A=,m30m,pyth-network,7CbZT+Alw8Biv6iCgptzNOvAwOUFg3FBfHQ/Msuw4no=,BUILDER
2024-04-01,COMMIT_CODE,bwyeyS3/sKDlMvhXx+t+B6MA1jSDkoHqsP1sSpY147Q=,mmv08,safe-global,gBq7Wl0q0X+/hAl3qY/vtLirLXpwMoCndZ8i/B/6wd0=,BUILDER
2024-11-01,COMMIT_CODE,bwyeyS3/sKDlMvhXx+t+B6MA1jSDkoHqsP1sSpY147Q=,mmv08,safe-global,gBq7Wl0q0X+/hAl3qY/vtLirLXpwMoCndZ8i/B/6wd0=,BUILDER
2024-03-01,COMMIT_CODE,bwyeyS3/sKDlMvhXx+t+B6MA1jSDkoHqsP1sSpY147Q=,mmv08,safe-global,gBq7Wl0q0X+/hAl3qY/vtLirLXpwMoCndZ8i/B/6wd0=,BUILDER
2025-01-01,COMMIT_CODE,bwyeyS3/sKDlMvhXx+t+B6MA1jSDkoHqsP1sSpY147Q=,mmv08,safe-global,gBq7Wl0q0X+/hAl3qY/vtLirLXpwMoCndZ8i/B/6wd0=,BUILDER
2024-03-01,COMMIT_CODE,kOmUwhOOwzNzlw/seynj7+SclwuXXo84CXDVD8xN87U=,brotherlymite,bgd-labs,hE1BjGS8I9OXjnYATSkRnNJlsItBXO+CKXU6UPKJlRQ=,BUILDER
2025-03-01,COMMIT_CODE,kOmUwhOOwzNzlw/seynj7+SclwuXXo84CXDVD8xN87U=,brotherlymite,bgd-labs,hE1BjGS8I9OXjnYATSkRnNJlsItBXO+CKXU6UPKJlRQ=,BUILDER
2024-02-01,COMMIT_CODE,kOmUwhOOwzNzlw/seynj7+SclwuXXo84CXDVD8xN87U=,brotherlymite,bgd-labs,hE1BjGS8I9OXjnYATSkRnNJlsItBXO+CKXU6UPKJlRQ=,BUILDER
2025-02-01,COMMIT_CODE,kOmUwhOOwzNzlw/seynj7+SclwuXXo84CXDVD8xN87U=,brotherlymite,bgd-labs,hE1BjGS8I9OXjnYATSkRnNJlsItBXO+CKXU6UPKJlRQ=,BUILDER
2024-08-01,COMMIT_CODE,mEdZ2pIJLbUlUyJ7JPR8G5SVgIyOjVz3smx0WAlThOc=,cryptodev-2s,metamask,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,BUILDER
2024-11-01,COMMIT_CODE,mEdZ2pIJLbUlUyJ7JPR8G5SVgIyOjVz3smx0WAlThOc=,cryptodev-2s,metamask,dOKZpVgYpZmAJZ+f0bYZWqKGpkz25Klgk4ZjY/fdyAc=,BUILDER
